customer_ID,shopping_pt,state,homeowner,car_age,car_value,age_oldest,married_couple
10077808,7,UT,0,1,g,52,0
10077809,9,NY,0,3,e,24,0
10077810,7,OK,0,19,d,39,0
10077811,6,UT,1,4,e,45,0
10077812,9,PA,1,1,e,47,0
10077816,6,OK,0,1,f,21,0
10077817,9,FL,1,7,e,69,1
10077818,8,CO,0,1,e,29,0
10077819,9,FL,1,2,e,41,0
10077820,7,KY,1,9,e,54,0
10077821,9,PA,1,9,f,46,0
10077823,8,CT,0,13,d,28,0
10077824,8,NY,1,6,d,41,0
10077826,6,AL,1,14,e,68,0
10077827,5,NY,1,1,f,47,0
10077828,7,CT,0,14,c,72,0
10077830,6,KS,0,10,f,21,0
10077831,7,PA,1,18,d,46,0
10077832,9,MD,1,13,f,54,0
10077833,8,MD,1,11,g,37,1
10077834,7,NY,1,8,f,75,1
10077838,10,MD,0,10,e,20,0
10077840,6,IN,1,2,d,24,0
10077842,7,KY,0,18,f,37,0
10077844,5,DC,0,12,f,33,0
10077846,8,CT,0,9,g,22,0
10077847,9,OK,0,12,g,23,0
10077848,6,MD,1,8,e,52,0
10077850,4,OK,1,2,g,53,0
10077851,6,OR,1,29,b,75,0
10077852,6,WI,0,21,d,22,0
10077854,8,NY,1,7,d,73,0
10077855,11,UT,0,10,f,33,0
10077856,9,OH,1,16,e,36,0
10077858,7,NY,0,1,g,27,0
10077860,10,NY,0,19,g,29,0
10077861,3,NE,1,2,f,25,0
10077862,7,NY,0,4,f,42,0
10077863,7,OH,1,15,e,75,0
10077864,5,UT,1,12,f,57,0
10077865,3,FL,1,3,h,75,1
10077868,9,FL,1,1,e,51,0
10077872,6,NY,1,10,e,75,0
10077873,5,AL,1,4,e,62,0
10077874,3,MO,1,10,g,49,1
10077879,10,MT,1,44,a,58,1
10077880,7,WA,0,6,h,25,0
10077881,6,NY,0,4,d,27,0
10077883,6,ME,0,9,f,32,1
10077884,4,IN,1,7,d,44,0
10077885,5,KY,1,7,f,33,0
10077886,6,OK,0,13,e,50,0
10077889,8,RI,1,4,e,49,0
10077890,8,FL,1,8,d,73,0
10077892,4,OK,0,12,c,75,0
10077893,7,OK,0,4,f,21,0
10077894,10,CO,0,8,e,75,1
10077897,7,OH,0,6,e,24,1
10077899,8,CT,1,10,g,42,1
10077900,10,FL,0,6,g,72,0
10077902,9,FL,1,17,f,49,0
10077903,7,NY,1,3,g,56,0
10077905,8,IN,0,6,f,61,0
10077906,9,KY,0,4,f,22,0
10077908,10,OH,1,2,e,20,0
10077910,8,NY,1,12,e,42,0
10077913,3,WA,1,8,g,52,1
10077915,6,OH,1,12,e,23,0
10077916,6,KY,1,9,e,27,0
10077917,7,OH,1,17,g,24,0
10077918,3,CO,1,1,f,65,0
10077921,7,NY,0,10,f,21,0
10077924,6,NY,1,13,h,35,0
10077925,11,PA,0,18,e,20,0
10077927,8,CT,0,7,e,36,1
10077928,5,MT,0,1,f,57,0
10077929,7,DE,1,15,c,51,0
10077931,8,NH,1,15,e,50,0
10077932,9,NY,1,8,f,60,0
10077935,5,NY,1,6,f,70,0
10077936,7,MS,0,1,e,25,1
10077937,7,FL,1,9,d,57,0
10077940,3,OH,0,1,d,28,0
10077941,9,NY,1,3,d,69,0
10077942,9,CO,1,5,e,51,0
10077945,9,AL,0,6,d,22,0
10077947,8,MS,1,4,d,54,0
10077949,5,AL,0,11,e,67,0
10077951,9,GA,1,5,e,38,0
10077953,8,NV,1,11,d,71,0
10077955,7,ND,0,11,e,28,1
10077958,6,AR,0,15,e,31,0
10077962,8,KY,0,12,e,57,0
10077967,9,IN,0,7,f,36,0
10077968,7,WV,1,19,d,63,1
10077969,4,KY,1,5,e,55,0
10077970,5,NY,0,6,e,47,0
10077971,3,OH,1,1,g,75,0
10077972,5,OR,1,14,g,75,1
10077974,7,OR,1,23,e,63,1
10077975,7,PA,1,11,e,53,1
10077976,6,CO,1,3,d,38,0
10077978,7,OH,0,1,e,25,0
10077980,9,NV,0,1,e,75,0
10077981,10,OR,0,15,e,24,0
10077982,8,MS,0,10,f,34,0
10077983,7,OH,1,9,d,59,0
10077984,5,NY,1,3,d,30,0
10077985,7,OH,1,9,f,42,0
10077986,11,CO,0,10,g,25,0
10077987,7,WA,1,8,f,44,0
10077990,11,NY,0,3,d,24,0
10077993,9,AL,1,3,e,50,0
10077998,7,ME,0,4,g,25,0
10078000,8,MD,1,7,g,53,0
10078001,6,NY,1,19,e,59,0
10078002,7,OK,0,6,d,26,0
10078006,7,GA,1,2,e,53,0
10078009,10,NV,0,1,e,30,1
10078010,6,FL,1,8,e,53,0
10078011,9,NY,1,10,e,52,0
10078013,7,OH,0,18,d,25,0
10078015,4,PA,1,8,d,26,0
10078017,11,WY,0,3,h,25,0
10078019,8,CO,0,6,d,23,0
10078023,9,RI,0,2,e,57,0
10078024,10,GA,0,8,e,25,0
10078026,5,WA,1,5,d,61,0
10078027,10,PA,0,7,f,50,1
10078029,3,OH,1,6,d,46,0
10078030,7,DE,1,2,g,31,1
10078031,6,NM,0,11,e,21,0
10078035,4,NY,1,2,d,59,1
10078036,6,MO,0,11,f,29,0
10078037,8,FL,1,1,d,72,0
10078040,6,MD,1,10,f,37,0
10078042,6,FL,1,1,d,63,0
10078043,8,NV,1,6,g,52,1
10078046,10,KY,1,1,e,39,0
10078048,8,PA,1,1,f,69,0
10078049,8,FL,1,13,e,29,0
10078050,11,WA,0,1,d,28,0
10078053,4,WI,1,3,f,43,0
10078054,5,NE,1,10,e,37,0
10078061,8,CT,1,13,g,57,0
10078063,7,WV,1,9,c,25,0
10078066,10,FL,1,14,e,55,0
10078068,7,OH,0,8,h,26,1
10078071,6,OK,0,2,f,45,0
10078072,5,PA,0,16,d,48,0
10078073,7,UT,0,9,d,27,1
10078074,9,NY,1,6,f,75,1
10078079,10,NY,0,1,g,40,1
10078080,6,NY,0,2,g,41,0
10078081,8,PA,0,1,e,50,0
10078083,4,FL,1,9,d,75,0
10078084,8,NH,1,10,e,46,0
10078085,5,KS,0,7,g,49,0
10078086,5,NY,1,8,f,45,0
10078087,10,WA,1,5,h,42,0
10078089,4,PA,1,1,f,38,1
10078090,5,NV,1,1,g,72,0
10078091,7,NY,0,1,d,66,1
10078092,7,NY,1,10,e,65,0
10078094,7,IN,1,2,g,39,0
10078095,6,PA,0,3,e,30,0
10078099,7,PA,1,2,g,43,0
10078101,10,NE,1,11,d,33,1
10078102,6,IN,1,13,e,39,0
10078103,8,NY,1,3,f,75,1
10078104,6,OH,0,19,e,19,0
10078108,5,FL,1,7,f,65,0
10078109,5,NY,1,1,f,66,0
10078110,7,PA,1,6,g,29,0
10078112,3,PA,1,3,f,30,0
10078113,7,AL,0,18,e,43,0
10078114,6,OH,0,16,f,55,1
10078117,5,ID,1,1,h,45,0
10078118,6,NY,1,8,e,36,0
10078120,5,ND,0,7,g,75,0
10078121,8,NY,1,10,e,34,0
10078122,7,OH,0,24,f,58,0
10078123,5,IN,0,6,g,40,0
10078124,6,KS,1,3,e,28,0
10078129,8,PA,0,13,e,28,1
10078133,7,PA,0,9,g,74,1
10078134,10,NY,1,6,h,33,0
10078135,8,DE,0,9,c,25,0
10078137,8,FL,1,1,e,32,0
10078138,7,OR,1,6,f,33,0
10078139,8,FL,1,11,f,51,1
10078140,7,NY,0,14,f,25,1
10078141,6,DE,0,10,f,41,0
10078143,8,CO,0,3,g,30,1
10078144,8,MD,1,19,e,24,0
10078146,4,PA,0,7,d,37,0
10078147,3,NY,1,5,f,63,0
10078148,9,NY,1,1,d,40,0
10078149,6,AL,1,20,d,26,0
10078150,4,FL,1,9,e,75,0
10078152,7,FL,1,6,e,74,0
10078157,11,NH,1,4,d,71,0
10078158,5,RI,1,7,e,64,1
10078160,10,OH,0,8,e,21,0
10078161,8,PA,0,3,g,35,0
10078163,9,NY,0,10,f,38,0
10078164,7,PA,1,2,g,26,1
10078166,10,PA,1,11,d,49,0
10078168,8,IN,0,1,e,24,0
10078174,8,FL,1,10,d,75,1
10078176,9,NV,0,9,e,22,0
10078177,6,CO,1,9,g,50,0
10078178,6,FL,1,13,f,75,0
10078180,7,CT,1,11,g,46,1
10078181,8,UT,0,10,d,25,0
10078183,5,IN,0,6,f,35,0
10078186,7,CO,0,7,d,23,0
10078187,8,UT,0,9,g,27,1
10078189,5,CO,1,8,g,30,1
10078190,8,WA,1,17,e,75,0
10078191,7,FL,1,1,g,75,1
10078193,7,FL,1,9,f,66,0
10078194,7,GA,1,10,g,27,0
10078195,9,AL,1,11,f,30,0
10078196,6,FL,0,2,f,33,0
10078198,9,WI,1,4,g,40,0
10078199,3,CO,0,13,d,26,0
10078200,4,GA,1,2,g,56,1
10078201,9,MO,1,12,g,69,1
10078202,10,AL,1,3,e,73,0
10078203,3,OH,0,12,g,37,0
10078204,6,NY,0,1,e,25,0
10078206,8,NY,1,1,d,24,0
10078207,9,ND,0,13,d,30,0
10078209,11,OR,0,11,d,20,0
10078211,7,PA,1,11,e,59,0
10078213,8,MD,0,10,e,51,0
10078214,9,KS,0,11,g,53,0
10078215,10,NY,1,18,f,54,0
10078219,4,AL,1,24,d,62,0
10078220,9,NY,1,1,f,63,0
10078226,3,UT,0,6,f,27,0
10078228,7,AR,0,8,f,29,0
10078231,9,MD,1,1,f,66,0
10078234,8,NY,0,14,g,19,0
10078235,6,FL,1,6,g,67,1
10078236,9,WA,1,4,d,58,0
10078237,3,FL,1,11,e,65,1
10078238,6,MO,1,6,h,27,0
10078239,6,NY,0,3,e,26,0
10078240,4,FL,1,9,g,53,1
10078242,8,OH,1,4,e,63,0
10078244,8,MT,1,7,e,26,0
10078245,7,MO,1,3,g,37,0
10078247,5,NY,1,18,e,64,1
10078249,8,RI,1,12,e,49,0
10078250,7,FL,0,11,h,44,1
10078251,9,PA,1,4,f,51,1
10078252,11,CO,0,1,e,21,0
10078254,10,NY,1,2,f,50,1
10078257,7,KY,0,15,f,61,0
10078258,6,IN,0,9,e,23,1
10078259,7,NY,0,1,g,32,0
10078261,6,PA,0,10,f,55,0
10078263,8,CO,0,12,e,24,0
10078264,7,FL,1,4,e,45,0
10078269,6,MS,1,10,g,27,0
10078270,4,FL,1,18,f,65,1
10078271,6,IN,0,13,e,54,0
10078275,10,PA,0,11,e,29,0
10078278,5,PA,1,5,f,37,1
10078280,9,NY,1,20,g,46,0
10078281,8,NY,0,14,e,26,0
10078282,7,FL,0,4,f,50,1
10078284,4,OH,1,9,d,42,1
10078287,10,OK,0,3,e,22,0
10078288,7,KY,0,9,h,21,0
10078289,8,FL,0,1,d,49,0
10078290,4,TN,1,8,g,36,1
10078291,10,PA,1,4,f,75,0
10078292,9,CO,1,18,g,61,1
10078293,6,UT,1,16,e,57,1
10078294,8,WV,1,1,g,75,1
10078295,9,OH,0,16,d,29,0
10078296,10,FL,0,5,e,30,0
10078297,11,WY,1,8,f,47,0
10078298,9,CT,0,2,f,75,0
10078300,7,WA,0,20,e,21,0
10078302,11,OK,0,4,g,23,0
10078303,7,NY,1,1,e,42,1
10078304,9,CO,1,6,d,25,0
10078305,7,OH,1,19,c,60,0
10078307,7,FL,1,11,h,55,0
10078308,8,AL,1,8,f,75,1
10078309,9,FL,0,17,e,75,0
10078310,3,WI,0,4,d,27,0
10078312,9,NY,1,10,e,41,1
10078315,5,NY,0,9,g,34,0
10078317,7,IN,0,19,e,38,0
10078319,10,FL,1,13,e,61,0
10078322,7,AL,1,1,e,48,0
10078325,8,NY,0,8,g,63,0
10078326,5,CT,0,2,g,42,0
10078328,9,CO,0,6,f,22,0
10078329,8,FL,0,4,i,20,0
10078330,3,WI,0,17,c,44,0
10078331,11,MO,0,1,e,32,0
10078332,8,NY,1,8,d,51,0
10078334,6,NY,1,7,e,75,0
10078335,6,CO,0,12,e,25,0
10078337,8,NY,0,15,f,33,1
10078341,8,UT,0,5,d,20,0
10078342,5,OR,1,13,e,63,0
10078343,9,WY,1,10,g,31,0
10078344,9,AL,0,8,e,61,1
10078345,5,MD,1,6,e,34,0
10078346,7,KS,0,1,e,23,0
10078347,6,FL,1,1,e,75,0
10078348,7,NV,1,12,e,52,0
10078352,4,CT,0,3,f,38,0
10078353,9,FL,0,11,e,55,0
10078354,5,IN,1,4,d,52,1
10078357,9,PA,0,7,g,22,0
10078358,3,NE,1,12,e,26,1
10078359,3,AL,1,16,d,42,1
10078360,8,MD,1,7,d,32,1
10078361,8,KY,0,7,e,29,0
10078362,8,AR,1,6,f,22,0
10078363,6,RI,0,11,e,48,0
10078364,4,FL,1,2,f,71,1
10078365,8,NV,0,9,f,36,0
10078367,6,MD,1,8,g,43,0
10078368,8,OR,1,15,f,64,0
10078369,9,NY,1,1,f,37,0
10078370,7,MD,0,25,d,27,0
10078371,5,NY,1,6,g,29,0
10078372,6,PA,0,5,c,39,1
10078373,9,MD,0,10,g,33,0
10078377,11,NY,1,4,f,51,0
10078378,4,NY,0,13,g,33,0
10078379,8,NY,0,3,g,31,0
10078380,10,IN,0,22,d,65,0
10078381,11,CO,0,9,g,22,0
10078382,9,NY,0,4,e,26,1
10078383,7,MO,1,10,e,36,0
10078384,9,MD,1,11,f,52,0
10078385,5,MD,1,11,f,54,0
10078386,4,OR,1,1,g,54,0
10078387,10,FL,1,1,f,54,1
10078393,5,IN,0,18,f,36,0
10078395,10,OH,0,15,c,55,0
10078399,9,TN,1,8,g,30,1
10078400,7,NV,1,12,f,33,0
10078402,7,NE,1,11,e,75,0
10078405,8,OH,0,7,d,58,0
10078406,6,NV,0,7,h,30,0
10078407,6,NY,1,2,f,55,0
10078409,4,PA,1,4,d,58,0
10078411,8,NY,0,3,e,58,0
10078412,4,WA,0,18,h,23,0
10078414,6,NY,1,2,e,72,1
10078416,4,MD,1,10,d,27,0
10078418,9,FL,1,1,e,54,0
10078421,7,PA,0,11,d,37,1
10078423,8,IN,0,14,f,46,0
10078426,9,PA,1,1,g,66,0
10078429,10,OH,1,13,d,28,0
10078430,8,SD,0,9,f,60,0
10078435,5,RI,1,12,e,75,1
10078437,7,PA,0,9,e,37,1
10078438,7,FL,0,6,e,54,0
10078439,6,TN,1,3,h,49,1
10078440,5,DC,0,12,f,21,0
10078441,9,FL,1,9,f,27,0
10078442,8,NY,1,5,d,72,0
10078444,7,WI,0,12,e,55,0
10078446,8,TN,0,5,g,36,1
10078447,6,OK,1,10,e,33,0
10078448,10,MD,1,11,g,19,0
10078449,3,FL,1,7,h,52,0
10078450,7,UT,0,15,g,27,0
10078451,8,DE,1,12,e,73,0
10078453,5,NY,1,6,d,47,0
10078454,12,OH,1,8,f,34,0
10078455,8,OR,0,10,f,27,0
10078456,5,NY,1,19,c,75,0
10078457,7,ID,0,12,f,23,0
10078458,6,IN,1,6,f,75,1
10078460,10,DC,1,6,g,49,0
10078463,8,OK,1,2,f,51,0
10078464,8,NV,0,9,f,49,0
10078465,8,NY,0,3,e,34,1
10078468,3,CT,1,3,f,62,1
10078469,5,CT,0,14,f,42,0
10078471,8,AL,1,11,e,75,0
10078474,6,DE,1,15,e,23,0
10078475,7,KY,0,7,d,55,0
10078477,7,DE,0,8,d,33,1
10078479,8,IN,0,17,e,58,0
10078480,11,AR,0,8,d,44,0
10078482,3,AR,1,6,g,66,1
10078483,4,PA,0,1,f,28,0
10078484,6,IA,0,9,h,35,0
10078485,8,OK,0,9,d,20,0
10078487,3,CO,0,15,g,33,1
10078488,10,WA,0,12,d,23,0
10078489,7,OH,1,3,d,42,0
10078490,8,CO,0,2,e,29,0
10078491,10,IN,1,11,g,54,1
10078492,10,CT,1,16,f,37,0
10078493,6,OK,1,6,d,25,1
10078495,7,WV,1,3,g,21,0
10078496,9,MD,0,8,f,54,0
10078497,3,PA,0,14,h,55,1
10078498,6,FL,1,7,f,68,0
10078499,7,FL,1,7,e,23,0
10078500,9,FL,0,8,f,38,0
10078501,6,CT,0,2,e,43,0
10078502,5,CT,1,3,f,45,0
10078503,8,CT,0,1,e,25,1
10078504,9,NE,1,19,f,44,0
10078506,9,WA,0,14,g,57,0
10078507,6,IN,1,11,d,34,0
10078508,10,FL,0,11,g,43,1
10078509,7,KY,0,21,d,21,0
10078512,8,OH,1,14,d,60,0
10078513,9,MD,1,3,f,32,0
10078515,4,PA,1,8,g,67,1
10078516,10,NV,1,1,d,47,0
10078517,7,PA,1,3,g,23,0
10078518,8,NM,0,1,g,36,0
10078522,6,AL,0,2,e,32,0
10078525,5,NY,0,2,f,29,0
10078528,4,PA,0,6,c,29,0
10078529,9,NV,1,8,e,60,0
10078530,9,NY,1,5,g,33,1
10078531,8,PA,1,5,f,26,0
10078536,7,NY,0,1,e,21,0
10078538,8,IN,1,18,d,19,0
10078539,5,TN,0,14,e,37,1
10078540,4,GA,1,16,h,75,1
10078544,6,TN,1,9,e,65,1
10078545,3,NY,0,6,e,54,0
10078546,7,ID,0,5,f,64,0
10078548,3,NH,1,8,e,28,0
10078549,3,PA,1,9,d,52,0
10078550,7,OH,1,8,e,75,0
10078551,3,PA,1,3,f,75,0
10078552,8,MD,0,11,d,25,0
10078555,8,CT,0,14,f,55,0
10078556,9,NY,0,2,f,30,0
10078557,10,ME,0,16,e,25,0
10078559,8,AL,0,6,d,60,0
10078560,9,OR,0,17,d,36,0
10078561,3,WI,0,8,e,26,0
10078562,7,NY,1,21,d,71,0
10078563,6,PA,0,7,d,24,0
10078564,6,MD,1,4,f,50,0
10078565,6,OH,1,6,e,62,0
10078566,7,CO,0,13,f,22,0
10078567,7,NY,1,7,g,41,0
10078568,9,MS,0,1,e,23,0
10078569,6,NV,1,9,e,56,1
10078570,9,PA,1,15,c,56,0
10078571,9,OH,1,14,c,22,0
10078572,9,FL,1,16,d,64,0
10078574,6,MD,0,20,e,21,0
10078576,10,NV,1,6,g,66,1
10078577,3,FL,1,3,e,70,1
10078578,6,CO,1,10,e,56,0
10078580,7,KS,0,4,e,22,0
10078581,3,PA,1,11,f,52,0
10078583,7,FL,1,9,f,56,0
10078584,9,UT,1,21,c,47,1
10078585,5,NY,1,6,e,68,0
10078586,8,FL,1,8,d,64,0
10078587,6,AL,1,2,e,72,0
10078588,5,MO,1,5,f,33,0
10078589,8,IN,1,6,e,39,0
10078591,8,OK,0,7,e,20,0
10078592,6,FL,1,11,d,75,1
10078594,9,IN,0,12,e,19,0
10078595,3,WA,0,13,f,59,0
10078597,8,MS,0,2,f,30,1
10078598,7,OK,0,10,f,26,0
10078599,4,NY,1,2,f,44,1
10078601,9,AL,1,18,d,23,0
10078602,5,IN,0,10,e,60,0
10078603,7,MD,0,8,g,39,0
10078604,4,UT,1,4,e,75,0
10078605,4,PA,1,6,g,48,0
10078607,8,PA,1,17,e,69,0
10078608,8,PA,1,11,f,43,0
10078609,7,NY,1,2,e,50,0
10078610,10,FL,1,9,d,52,0
10078611,5,IN,0,15,g,25,0
10078612,6,NY,0,4,d,55,0
10078613,8,WI,0,8,e,41,0
10078614,7,NY,0,8,e,59,0
10078615,3,FL,1,9,e,75,0
10078618,7,CT,1,14,g,53,0
10078620,5,IN,1,8,f,55,0
10078621,4,OR,1,7,f,60,0
10078623,3,FL,1,3,f,75,0
10078625,6,MS,1,10,e,37,0
10078626,6,OR,0,7,d,75,0
10078627,3,NY,0,6,e,42,0
10078628,4,MS,1,1,e,55,0
10078629,5,NY,1,17,e,75,1
10078630,5,MD,0,14,e,27,1
10078631,4,MO,0,13,c,47,0
10078632,8,PA,0,1,g,28,0
10078633,8,FL,1,7,d,33,0
10078635,9,FL,0,9,e,47,1
10078637,9,OR,1,9,f,72,0
10078640,5,CO,1,8,h,30,1
10078643,6,OR,0,11,d,19,0
10078644,9,WI,0,15,d,55,0
10078645,10,MD,0,3,e,52,0
10078646,8,NV,0,14,c,28,0
10078647,9,NH,0,3,e,47,0
10078648,8,FL,0,2,e,67,0
10078649,5,AL,1,7,f,22,0
10078652,9,NY,1,3,e,47,0
10078654,9,NV,1,5,d,23,0
10078655,3,NY,0,9,e,56,0
10078656,3,NY,1,8,f,75,1
10078657,6,FL,1,14,f,42,0
10078658,3,AL,1,1,f,66,0
10078660,9,MD,0,10,d,50,0
10078661,7,AL,1,11,g,70,0
10078662,10,PA,0,8,f,70,0
10078663,6,CO,0,11,e,26,0
10078667,6,AR,1,1,e,32,0
10078669,7,FL,0,6,d,73,0
10078671,8,FL,1,6,i,31,0
10078672,8,IN,1,2,g,51,0
10078673,9,FL,1,1,f,38,0
10078676,7,MS,1,7,g,40,0
10078678,9,KS,0,4,g,25,0
10078679,7,OK,1,14,d,60,1
10078681,7,FL,1,2,g,67,1
10078682,7,NY,1,12,f,64,0
10078683,10,OK,1,2,e,40,0
10078685,6,IA,1,4,f,75,0
10078687,10,PA,1,1,d,75,0
10078688,8,FL,1,17,e,57,0
10078692,8,NY,1,2,f,41,0
10078695,5,NY,0,4,i,50,0
10078696,11,IN,1,13,g,66,0
10078698,6,PA,1,8,f,48,0
10078700,8,KS,1,6,e,71,0
10078701,4,FL,0,12,e,75,0
10078702,8,FL,0,12,f,53,0
10078705,7,PA,1,1,g,52,0
10078706,6,AL,0,1,f,21,0
10078709,9,OR,0,9,d,48,0
10078713,8,ME,1,20,e,41,0
10078715,7,FL,1,4,h,72,0
10078717,7,WA,0,3,e,49,0
10078718,5,MD,0,1,d,20,0
10078723,7,NY,1,8,g,75,0
10078724,7,NY,0,14,d,25,0
10078725,6,MD,0,7,d,32,1
10078726,9,OH,1,14,f,49,0
10078727,9,OR,0,8,e,28,1
10078728,10,ID,0,18,e,21,0
10078729,8,MD,1,18,e,46,0
10078730,8,WA,1,9,f,69,1
10078731,11,FL,0,15,e,42,0
10078732,6,TN,0,4,e,48,0
10078739,8,NY,0,8,f,22,0
10078741,6,CO,1,7,e,62,0
10078742,4,PA,1,4,f,54,0
10078743,7,IN,0,15,f,23,0
10078745,8,FL,1,10,f,75,1
10078749,6,KS,0,9,f,36,0
10078750,10,DC,0,19,d,26,0
10078752,9,CT,1,3,f,65,1
10078754,3,ID,1,5,e,38,0
10078755,6,UT,0,1,h,21,0
10078756,6,AL,0,10,f,30,1
10078757,11,FL,0,5,d,24,0
10078758,5,FL,1,3,f,48,0
10078759,5,ID,1,11,g,37,0
10078760,7,MD,0,8,e,57,0
10078761,6,PA,0,2,e,31,0
10078762,6,NY,1,2,e,52,0
10078764,5,GA,1,6,e,53,0
10078766,6,CO,1,6,e,31,0
10078767,9,OH,1,4,e,34,1
10078769,3,CO,0,4,e,20,0
10078771,4,OR,0,10,h,37,0
10078772,5,AL,0,4,e,28,0
10078773,5,MD,0,16,f,49,0
10078775,8,FL,1,8,f,58,0
10078776,9,GA,1,2,f,25,0
10078777,5,IN,1,2,e,54,1
10078779,11,WA,0,7,e,50,0
10078780,7,CO,0,1,h,42,1
10078782,7,NY,1,2,e,53,0
10078783,8,KY,1,10,f,63,0
10078786,9,OH,0,1,e,20,0
10078787,3,NE,1,3,d,28,0
10078789,9,WA,0,2,g,24,0
10078790,4,NY,1,12,g,44,0
10078791,8,IN,0,1,g,32,0
10078793,5,PA,0,11,e,54,0
10078794,4,IN,1,7,g,41,0
10078796,4,FL,1,3,e,75,0
10078799,8,PA,1,2,g,29,0
10078800,8,AL,0,8,e,22,0
10078804,7,ID,1,2,f,73,1
10078805,4,CO,1,11,f,61,0
10078806,9,FL,1,8,e,58,0
10078807,7,NY,0,3,f,27,0
10078810,7,MD,0,2,f,35,0
10078811,6,CT,1,2,g,54,1
10078813,3,IN,0,15,f,22,0
10078814,5,TN,1,1,d,24,0
10078815,9,CO,0,7,d,27,0
10078817,7,NY,0,1,e,74,0
10078818,7,MO,1,1,e,36,0
10078819,9,NY,0,1,e,47,0
10078821,7,DC,0,17,d,22,0
10078822,6,DC,0,17,e,28,0
10078823,3,NE,1,15,f,33,0
10078824,8,FL,0,10,e,23,0
10078826,8,OR,0,3,e,34,0
10078828,7,NY,1,2,f,65,0
10078829,7,MD,1,6,e,54,0
10078830,6,NH,0,17,g,21,0
10078834,7,CO,1,20,d,63,0
10078835,5,NE,0,19,f,22,0
10078836,6,DC,0,15,f,60,0
10078837,5,DE,1,12,f,38,1
10078838,9,WA,0,8,d,40,0
10078841,10,FL,1,18,c,32,0
10078843,7,AL,1,4,h,49,0
10078844,6,PA,0,10,g,27,0
10078847,7,OR,1,13,e,22,0
10078848,9,OH,0,5,d,19,0
10078849,9,FL,0,2,h,25,1
10078850,10,WA,0,11,f,24,0
10078851,7,ME,0,4,e,24,0
10078852,10,FL,1,3,f,36,1
10078853,7,ME,1,7,e,34,0
10078854,10,AL,1,9,f,30,0
10078856,8,PA,0,7,c,37,0
10078857,7,WA,0,13,g,27,0
10078858,5,GA,0,4,e,41,0
10078860,7,OK,0,10,e,48,0
10078862,6,FL,0,1,f,57,1
10078864,7,MT,1,9,g,51,0
10078866,4,AL,1,19,e,75,0
10078869,4,NY,1,8,h,51,0
10078871,3,FL,1,9,d,27,0
10078872,9,RI,0,1,h,39,0
10078873,7,NY,1,8,e,48,0
10078875,5,IN,0,1,f,24,0
10078877,9,FL,1,2,e,44,0
10078880,4,OH,1,2,f,47,0
10078882,7,PA,0,10,f,71,0
10078884,7,FL,1,0,g,53,0
10078888,9,OH,1,19,e,75,0
10078889,9,NY,0,4,d,40,0
10078893,9,CT,1,2,f,50,0
10078897,9,PA,1,5,e,70,0
10078898,8,CT,0,12,g,30,0
10078899,5,RI,0,15,c,75,0
10078900,8,IN,0,7,e,33,0
10078904,8,NY,0,1,e,22,0
10078905,9,NY,0,11,e,68,0
10078909,10,PA,0,7,c,46,0
10078911,7,OH,0,9,e,24,0
10078912,8,AL,1,11,f,45,1
10078914,4,OH,1,3,d,61,0
10078915,10,NY,0,5,f,54,0
10078916,8,CT,0,4,h,25,0
10078917,6,UT,1,9,e,54,0
10078918,6,OH,0,7,f,62,0
10078920,9,NY,0,2,f,58,1
10078921,8,CT,0,10,f,50,1
10078923,5,ID,1,12,d,55,0
10078925,8,AL,0,10,f,33,0
10078926,8,UT,0,10,d,24,0
10078927,10,NY,1,16,e,48,1
10078928,7,OR,1,22,c,50,0
10078929,6,IA,1,7,d,59,0
10078930,6,PA,0,4,e,26,0
10078934,6,NH,1,12,e,61,1
10078935,9,NY,1,3,g,47,0
10078937,5,PA,1,2,e,35,0
10078938,7,OH,0,9,e,24,0
10078939,7,OH,0,10,f,28,0
10078940,7,NY,0,1,e,28,0
10078941,9,NV,1,9,e,57,1
10078942,7,FL,1,6,g,29,1
10078945,10,FL,1,3,e,75,1
10078947,4,CT,0,1,g,37,0
10078948,8,CT,0,4,e,22,0
10078949,9,MS,0,7,d,27,0
10078951,9,FL,1,6,h,64,0
10078952,10,FL,1,5,f,32,0
10078953,7,MD,0,8,c,27,0
10078955,7,PA,1,15,e,22,0
10078956,8,FL,1,9,d,49,0
10078959,5,KY,1,6,e,54,1
10078960,9,NY,1,1,g,52,0
10078961,7,ME,1,1,f,49,0
10078962,5,AL,0,10,f,20,0
10078963,5,NY,0,21,e,75,0
10078964,9,CT,1,2,e,75,0
10078965,6,FL,1,6,d,64,0
10078968,7,NV,1,1,h,75,1
10078970,5,PA,1,17,e,58,0
10078971,3,WA,0,23,d,73,0
10078972,4,FL,1,6,f,62,0
10078974,7,OR,0,4,f,32,0
10078976,10,WA,0,6,d,67,0
10078977,7,UT,0,16,f,68,1
10078979,6,NY,0,6,d,51,0
10078982,10,PA,1,7,f,63,1
10078983,3,FL,1,1,e,75,1
10078984,5,PA,0,15,f,36,0
10078985,8,MS,1,5,g,28,0
10078987,6,OH,0,9,d,18,0
10078988,3,GA,1,10,h,42,1
10078989,3,NY,1,4,e,27,0
10078990,3,NY,0,11,e,43,1
10078994,7,MO,1,11,e,75,0
10078995,11,ME,1,9,e,63,1
10078996,7,CO,1,4,e,48,0
10078997,10,UT,0,21,c,20,0
